subject,question,answer_a,answer_b,answer_c,answer_d,answer,hint
Real Estate Vocabulary Exam,A commercial acre is best defined as:,an acre zoned for commercial purposes.,"any acre located outside of ""R"" zoning.",an acre after deductions for streets and alleys.,"any parcel of 43,560 square feet.",c,"Answer: C. A commercial acre is the remainder of an acre of newly subdivided land after the deduction of areas devoted to streets, sidewalks, curbs, and the like."
Real Estate Vocabulary Exam,A specified charge against real property that is used as security is defined as:,subdivision restrictions.,an easement.,zoning and planning.,a lien.,d,Answer: D. A lien makes specific property security for the debt.
Real Estate Vocabulary Exam,Which word is most closely associated with the term rider?:,Amendment,Person,Lien,Accretion,a,Answer: A. A rider is an addition or amendment to the original contract.
Real Estate Vocabulary Exam,A balloon payment would be a characteristic of a(n):,standing loan.,self-liquidating loan.,partially amortized loan.,amortized loan.,c,"Answer: C. A partially amortized loan is not fully paid off in installments. On the due date, the balance is paid off in a lump sum called a balloon payment because it substantially exceeds any individual installment. The term ""amortized"" loan generally means ""fully amortized."" This is a loan fully paid off by installments over its term."
Real Estate Vocabulary Exam,Alex led Carly to believe that he had the authority to act for Brian. Brian went along with Alex. The agency created was by:,ostensible.,ratification.,expressed contract.,estoppel.,b,"Answer: B. Ratification is the approval of an act performed on behalf of a person without previous authorization. When Brian went along with Alex, he ratified Alex's authority to act on Brian's behalf."
Real Estate Vocabulary Exam,Two houses were built on two adjacent lots of equal value. Construction costs and maintenance were the same. One house is appraised to be of higher value. What is most likely the reason?:,One house had more wear and tear.,Both houses were across the street from a nonconforming house that resulted in economic obsolescence.,One house was considered to have functional obsolescence.,One house had more economic obsolescence.,c,"Answer: C. One house must have functional obsolescence. Since the properties are in the same location, the same age, and have been maintained the same, the difference in value cannot be attributed to economic obsolescence or wear and tear. As an example, one house may have only a single-car garage or only one bathroom or a less attractive floor plan."
Real Estate Vocabulary Exam,"In planning a shopping center in a suburban community, which would be the most important consideration?:",Amenities,Purchasing power,Weather,Proximity of shipping and warehousing facilities,b,Answer: B. In the analysis of a commercial district the emphasis is on the quantity and quality of purchasing power available to the shopping area.
Real Estate Vocabulary Exam,A roof that slopes upward from all four sides and is joined at the ridge is called a:,gambrel roof.,hip roof.,mansard roof.,gable roof.,b,Answer: B. The roof described is a hip roof.
Real Estate Vocabulary Exam,The most important factor to a lender who is contemplating a loan to a developer of a shopping center would be the:,number of tenants.,credit of the purchaser.,long-term leases.,anchor tenant.,d,"Answer: D. An anchor tenant is the key tenant in a commercial development. The developer looks for a ""blue chip"" firm, such as J.C. Penney or Sears. This gives the lender confidence in the expectation that the development will pay its own way."
Real Estate Vocabulary Exam,A licensee put a blind ad in a local newspaper. A blind ad does NOT:,identify the advertiser as an agent.,give the address of the licensee.,give the address of the property.,disclose the selling price.,a,Answer: A. A blind ad is advertising by a licensee who does not disclose in the ad that the property is offered through an agent rather than by the principal.
Real Estate Vocabulary Exam,Rescind most nearly means:,rewrite,terminate,reject,annul,d,Answer: D. Rescind means to annul the contract and restore the parties to the same position they held before they entered into the contract. Diagnostic Pre-Test
Diagnostic Pre-Test,"In the purchase of a residence, the buyer conditioned the sale upon the seller's providing the buyer with a certified inspection report from a licensed pest control operator showing the property to be free of wooddestroying organisms. The seller contracted the Apex Termite Control Company who, upon inspection, reported termite damage and estimated the repairs would cost $500. The seller then had Apex repair the damage and the seller made payment directly to the contractor for the work that had been done. With respect to the report of work accomplished, which statement is TRUE?:",The escrow officer would ensure the buyer has received a copy of the report since escrow cannot close until this has been accomplished.,"No report need be made to the buyer since the seller had the work done and paid for it, and the residence is now free of termites.",Either the broker or the seller would be responsible for delivering a copy to the buyer.,The Apex Termite Company would be required to deliver a copy to the buyer.,c,Answer: C. Either the seller or broker must ensure that the buyer receives a copy of the report showing that the repairs were accomplished and that the property is free of termites.
Diagnostic Pre-Test,Which is considered real property?:,A stud in the wall of a house,Shrubs to be planted around a yard,"Fruit that was to be picked after the sale, as agreed upon by both the buyer and seller",Fixtures removable by a tenant,a,"Answer: A. Of the four choices given in this question, only a stud in the wall of a house is real property. A stud is a vertical framing member of a wall to which horizontal boards are attached. They are the supporting elements in walls or partitions."
Diagnostic Pre-Test,The most common way for local planners to designate zoning for multiple residential units is:,C-3.,A-3.,M-3.,R-3.,d,"Answer: D. The R-3 designation generally means residential property with more than one unit (e.g., a duplex is zoned R-3)."
Diagnostic Pre-Test,"Under the Truth-in-Lending Act, the three-day right of rescission would begin with which event, if they occurred on different days in the sequence stated?:",The date the funds are disbursed,The date the disclosure statement is delivered,The date the note is signed,The date the loan application is made,c,"Answer: C. The three-day right of rescission that applies to some loans under the federal Truth-in-Lending Act begins with the delivery of the disclosure statement or the signing of the promissory note, whichever occurs later."
Diagnostic Pre-Test,"Whatever the purpose of a land survey, the resultant description should contain:",all of these.,a specific length and direction of the sides of the property.,the area in accepted units of measure contained within the described boundaries.,a definite point of beginning and definite parcel corners.,a,Answer: A. The land description in a survey should contain all three items listed in the answer choices.
Diagnostic Pre-Test,"Mr. Adams purchased an income property for $380,000. The market value of the property was $390,000 and the tax assessor placed a value of $370,000 on it. If he paid $80,000 down and financed the balance, his basis for income tax purposes would be:","$390,000.00","$370,000.00","$380,000.00","$80,000.00",c,"Answer: C. Basis for income tax purposes is the cost of $380,000. Financing does not influence the cost basis."
Diagnostic Pre-Test,"With regards to blind advertising, it is:",not permitted. The advertisement must include the name and address of the broker and the address of the property being offered for sale.,permitted when a broker deems that it will increase exposure of the property to potential buyers.,"not permitted. In an advertisement, a licensee must reveal licensed status.",permitted with the owner's permission.,c,"Answer: C. Blind advertising refers to not revealing the licensed status of a salesperson or broker, and is never permitted. It is not a requirement that an ad include the address of the property for sale."
Diagnostic Pre-Test,"Davidson has an easement on Parkins's property. If Davidson is not a property owner, her easement is a(n):",easement in gross.,nonpossessory encroachment.,restrictive easement.,appurtenant easement.,a,"Answer: A. Davidson has a personal right to use Parkins's property (servient tenement). Since Davidson does not own property, and therefore there is no dominant tenement, it is an easement in gross."
Diagnostic Pre-Test,"John and Mary Jackson gave Broker Jones a $500 deposit to cover closing costs and signed an offer to purchase a home for $65,000 provided they could obtain a loan for the full price of the home. Included in the offer to purchase was a clause that read, ""Subject to buyers obtaining a VA loan in the amount for $65,000, secured by subject property, payable over a period of 30 years at 11.5% interest with monthly payments to be approximately $644 per month, plus taxes and insurance."" Which statement most nearly represents what was intended by the clause?:","If the full $65,000 loan is not obtainable, buyer and seller may renegotiate the sale on different terms.",Any of these,"If the maximum loan available is $63,000, the buyer may pay the difference of $2,000 and proceed with the purchase.","If the $65,000 loan is not obtainable, the buyers may cancel their offer and recover the $500 deposit.",d,"Answer: D. The offer to purchase is expressly conditioned upon the buyer's obtaining a $65,000 loan payable according to a specific schedule. A contract based upon a condition will be enforceable only upon the happening of such condition. If the condition is not met, there is no contract nor are there any contractual duties. If the full $65,000 loan is not obtainable, renegotiating the sale or paying the difference are alternatives for the buyers. Canceling their offer and recovering the deposit is correct since it most nearly explains the meaning of this clause."
Diagnostic Pre-Test,An appraiser determines the accrual for depreciation in the use of:,the income approach.,the sales comparison approach.,none of these.,the cost approach.,a,Answer: A. An accrual for depreciation is a part of the income approach in appraisal. Appraisers describe remaining economic life as the period over which an investor would expect to recapture an investment in a property. An accrual for depreciation is a plan for recapture during this remaining economic life.
Diagnostic Pre-Test,"An increase in value, resulting from improved usability where one or more contiguous lots are joined together under single ownership, would be a definition most appropriately applied to:",plottage.,severalty ownership.,assemblage.,appurtenance.,a,Answer: A. Plottage increment is the increase in value after combining lots. Assemblage is the act of combining one or more contiguous lots under single ownership.
Diagnostic Pre-Test,"Mr. Martin contacted Broker Katz to list a property for sale for $200,000. Martin indicated to the broker that he needed a quick sale of the property. The broker contacted a prospective buyer and told him that Martin would sell the property for $180,000. The buyer made an offer in the amount of $180,000, which Mr. Martin did accept when the broker presented it to him. Under these conditions, Katz:",violated the fiduciary relationship but did no harm as the offer was accepted.,did not violate the fiduciary relationship as Katz was employed by Martin and acted under such authority.,violated the fiduciary relationship as he acted in excess of authority given him.,did not violate the fiduciary relationship as the offer was accepted.,c,"Answer: C. When Broker Katz told the prospective buyer that the owner would sell for less than the listing price, when the broker had not been specifically instructed to disclose that confidential information, the broker violated his fiduciary obligation to his principal."
Diagnostic Pre-Test,Which item would most likely be short-rated in escrow?:,Interest,Trust deed,Insurance,Real estate taxes,c,"Answer: C. Taxes, and interest in an assumption, are usually prorated in escrow. If the seller's insurance is taken over by the buyer, the seller will be credited proportionately (pro rata) for the portion of the premium the buyer is debited for. When the buyer gets new insurance, the seller's policy will be canceled and the premium returned to the seller by the insurance company short-rated on a uniform schedule approved by the insurance commissioner."
Diagnostic Pre-Test,A roof that inclines from four sides is a:,gambrel roof.,hip roof.,trussed roof.,gable roof.,b,Answer: B. A hip roof has four sloping sides.
Diagnostic Pre-Test,"In the sale of real property, all of these statements concerning financing are true EXCEPT:",an owner who borrows and executes a trust deed is a trustor.,selling a note for less than its face value is known as discounting.,a mortgage is a lien on real property; an execution of a mortgage does not transfer title.,a promissory note is security for the trust deed.,d,Answer: D. The statement is completely reversed. The trust deed is the security for the promissory note and incidental to the debt. The other three statements are true.
Diagnostic Pre-Test,"Brown hired a broker to find a warehouse for lease. Green hired the same broker to find a lessee for a warehouse. Each agreed to pay a commission. The broker negotiated a lease between Brown and Green. Brown knew the broker was representing Green, but Green did not know the broker was representing Brown. Which statement is correct?:",Both Brown and Green are liable for commissions.,Green is liable for the commission.,Neither is liable for a commission.,Brown is liable for the commission.,c,"Answer: C. Since the broker has a fiduciary relationship with both Brown and Green, this failure to get consent from both parties creates an undisclosed dual agency, or divided agency, and denies the broker's right to collect from either party."
Diagnostic Pre-Test,The most common listing agreement allows the broker to:,convey title.,"find a purchaser, obtain an offer, and bind the principal to that offer.","find a purchaser, fill out the deposit receipt, obtain an offer, and present the offer.",guarantee the purchaser will accept.,c,"Answer: C. The broker does not have the authority to bind the principal to an offer. However, the broker may ""obtain an offer"" in order to ""present it to the principal"" for acceptance or rejection."
Diagnostic Pre-Test,"When a structural pest control report is a condition of a transfer by the buyer, the report must be delivered to the:",buyer,lender,broker,escrow company,a,"Answer: A. If it is a condition placed in the contract by the buyer, then he or she must receive a copy of the report. Typically the lender will make it a condition of financing, but this question specifically addresses the issue of the buyer, not the lender."
Diagnostic Pre-Test,"A buyer made an earnest money offer to purchase property, and the broker placed the funds in his trust account. After the seller's acceptance but prior to opening of escrow, the buyer informs the broker that he has revoked his offer and demands the return of the deposit. The broker, not wanting to be involved in the conflict with respect to the disposition of the deposit funds, deposited them with the appropriate court. This would be an example of:",equitable disposition.,interpleader.,assignment.,surrender.,b,"Answer: B. Interpleader is a court proceeding by the stakeholder of property who claims no proprietary interest in it, for the purpose of deciding who among claimants is legally entitled to the property."
Diagnostic Pre-Test,"Broker Hardy received a listing from Watson to sell Watson's commercial property, along with an option for Hardy to purchase within 30 days. After 27 days, Hardy decided to exercise his option and purchase the property. Hardy must:",present all outstanding offers to Watson.,inform Watson of all material facts concerning the property.,do all of these.,disclose his potential profit and obtain the written consent of the principal approving the amount of such profit.,c,"Answer: C. The Real Estate Law (B & P Code Section 10176 [h]) requires that a broker who holds both a listing on and an option to buy the same property must, before he exercises the option to buy, ""reveal in writing to the employer [owner/principal] the full amount of licensee's profit and obtain the written consent of the employer approving the amount of such profit."""
Diagnostic Pre-Test,"Who is entitled to examine the records of the county recorder, without being an employee of the county recorder's office?:",Any interested citizen,Employees of the Office of the County Recorder,A bank employee,Any of these,d,"Answer: D. The records of the Office of the County Recorder are public records, with access available to all persons."
Diagnostic Pre-Test,The housing and construction industry in California is governed by which three laws?:,"State Housing Act, local building codes, Real Estate Law","Contractor's license law, local building codes, State Housing Act","Housing and Community Development Act, Real Estate Law, Health and Safety Code","Health and Safety Code, State Housing Act, Real Estate Law",b,"Answer: B. The housing and construction industry is governed by the contractor's license law, local building codes, and the State Housing Act."
Diagnostic Pre-Test,The maximum possible income an income property can yield is:,net spendable income.,effective gross income.,net income.,gross scheduled income.,d,"Answer: D. mong the choices presented, gross scheduled income would yield the maximum possible income an income property can yield. ""Scheduled income"" represents the rent currently in effect on the property in question as if the property were fully occupied. If the property has space available, the gross scheduled income would be at the rent levels currently obtainable for the space in the local market. This represents the maximum income the property could achieve."
Diagnostic Pre-Test,"What essential element is necessary between a broker and a principal when dealing with the title, right, or interest in real property?:",Broker has the right to draw up a purchase offer,The rights of commission between the parties are established,Written contract of employment,Broker has the right to accept a deposit,c,"Answer: C. The statute of frauds requires that a listing for the sale of real property, or for the negotiation of a lease for more than a year, must be in writing to be enforceable for the payment of a commission."
Diagnostic Pre-Test,An owner of a parcel of real property may have all of these rights EXCEPT:,eminent domain.,riparian rights.,littoral rights.,severance.,a,"Answer: A. The right of eminent domain is the right of government to take private property for public or quasipublic use, although the U.S. Constitution does require the payment of just compensation. The right of eminent domain is never a part of the bundle of rights comprising the private ownership of property."
Diagnostic Pre-Test,What is the difference between real property taxes and assessment bonds?:,Special assessments are used for local improvements.,Assessments have superiority over property taxes.,Special assessments are levied by special improvement districts only.,Assessments are subordinate to real estate taxes.,a,"Answer: A. Property taxes are charged in relation to the value of the property being taxed. Special assessments are imposed on real property for a specific local purpose, which requires approval of 2/3 of the voters. Taxes and assessments are said to be on parity, meaning they have equal footing. Neither is subordinate to the other."
Diagnostic Pre-Test,"A contract between two or more persons where one grants the other the right to sell, offer to sell, or exchange goods or services under a marketing plan designed by the grantor is a:",business opportunity.,franchise agreement.,financing agreement.,securities and exchange agreement.,b,"Answer: B. A franchise agreement is set forth in the Franchise Investment Law as: ""A contract between two or more persons where one grants the other the right to sell, offer to sell, or exchange goods or services under a marketing plan designed by a grantor."""
Diagnostic Pre-Test,What is always considered real property?:,Cultivated crops sold but not yet harvested,Extracted minerals,Grapes on vines sold under contract,Stock in a mutual water company,d,"Answer: D. Real property consists of (1) land, (2) things affixed to the land, (3) appurtenances, and (4) that which is immovable by law. Two examples of appurtenances are (1) easements appurtenant and (2) stock in a mutual water company. According to the Civil Code, cultivated crops would be personal property if already sold, mortgaged, or growing on leased land (emblements)."
Diagnostic Pre-Test,"A broker advertises in the paper that if a seller lists his property with the broker, the seller would be credited by the broker with $50 toward the commission to be paid. Also included in the advertisement is the statement that if a prospective buyer brings a copy of the advertisement to the broker, the buyer would be credited in the amount of $50 in escrow that would be applied to the purchase price of the property. Would the broker be subject to the discipline of the real estate commissioner with regard to this advertisement?:",The broker would be disciplined because his promises to sellers and buyers in the advertisement would constitute payments to unlicensed persons.,The broker can credit the seller but cannot credit the buyer.,The broker may pay the $50 to the seller and to the buyer.,The broker can credit the buyer but not the seller.,c,Answer: C. Neither of these promises by the broker would be a violation of law or regulations. The courts have also ruled that disclosed payments by the broker to either the seller or buyer would not be a violation of the Real Estate Settlement Procedures Act (RESPA).
Diagnostic Pre-Test,"If a minority buyer comes into a broker's office and asks to see a specific listed home, the broker should refuse to show it to him under which condition?:",When the seller is out of town and has instructed the broker that his house is not to be shown in his absence,When the property is listed with a co-op broker,Never,When the agent sincerely believes it will produce panic selling,a,"Answer: A. If the seller has instructed the broker that his house is not to be shown while he is out of town, the broker as an agent of the seller must comply with the seller's instruction. The instruction not to show the property applies to all prospective buyers, regardless of race."
Diagnostic Pre-Test,What is included as part of the finance charge in a Truth-in-Lending Disclosure Statement?:,Title insurance fees,Recording and document fees,Appraisal fee,Assumption fee,d,"Answer: D. An assumption fee is one of many fees that must be included in the finance charge to determine the annual percentage rate as part of a Truth-in- Lending Disclosure Statement. Among other fees not required are appraisal fees, recording and document fees, and title insurance fees."
Diagnostic Pre-Test,A contract signed under duress would be:,unenforceable.,void.,illegal.,voidable.,d,"Answer: D. When the mutual consent to a contract is induced by fraud, duress, menace, or undue influence, the contract is voidable at the option of the wronged party."
Diagnostic Pre-Test,"A, an unlicensed person, offers B $1,000 an acre for 10 acres. B accepts the offer not knowing that A already has an offer of $2,000 an acre for the same parcel. The deal goes through as stated. B can:",sue and get the land back.,let the deal go through but A has to give B the excess profit.,do nothing; the transaction stands.,report A to the real estate commissioner.,c,Answer: C. There is nothing in the Real Estate Law that prohibits an unlicensed individual from purchasing land at one price and later selling it for a higher price.
Diagnostic Pre-Test,"When a railroad needs specific land and the owner objects, the railroad may exercise the right of:",injunction.,writ of replevin.,caveat emptor.,eminent domain.,d,Answer: D. Public utility companies and similar public and semipublic bodies may exercise the power of eminent domain.
Diagnostic Pre-Test,"When a lender sells a promissory note for less than its face value, it is known as:",yield loss.,reinstatement.,discounting.,deficiency.,c,Answer: C. counting a promissory note is where a lender sells the note for less than its face value.
Diagnostic Pre-Test,"The personal, revocable, and unassignable permission or authority to do one or more acts on the land of another without possessing any interest therein is the definition of:",encroachment.,license.,easement.,option.,b,"Answer: B. A license is a personal, revocable, and unassignable permission given to another, as distinguished from an easement."
Diagnostic Pre-Test,"A broker lists and negotiates the sale of a home for Mr. B, a young married man. At the time of the sale the broker was not concerned with the age of his client. After the deed had been signed and escrow closed, the title company informs the broker that the seller is under 18 years of age. The deed is:",illegal.,outlawed.,voidable.,valid.,d,Answer: D. The deed would be valid. A married person under 18 is an emancipated minor and has the legal capacity to deal in real property.
Diagnostic Pre-Test,"Broker Fenton has a property listed for $400,000 and submits an offer of $390,500 the next day, with a three-day acceptance period. The seller makes a counteroffer of $395,500. One day after the acceptance period, the seller accepts the buyer's original offer of $390,500. The buyer decided that he no longer wants the property. In these circumstances the acceptance is:",not a contract.,enforceable because of the original offer.,voidable.,valid.,a,"Answer: A. Under the law of contracts, an offer creating a binding contract must be accepted on time and be unqualified according to the terms. Any change in the terms creates a counteroffer and voids the original offer."
Diagnostic Pre-Test,"A licensee who is guilty of ""conversion"" is one who is:",misrepresenting.,misappropriating the funds of clients.,failing to make full disclosure.,commingling.,b,"Answer: B. Conversion is to change from one use to another as in the case of misappropriating funds entrusted to a licensee. Commingling is mixing funds of the agent with those of the client, and failure to make full disclosure can be referred to as negative fraud."
Diagnostic Pre-Test,Under the Real Estate Settlement Procedures Act (RESPA) lenders are required to give borrowers:,the amount of mortgage interest.,a good-faith estimate.,an invoice not exceeding $10 for the special information booklet.,a bill of sale.,b,Answer: B. RESPA requires the lender to furnish the borrower the following two items by delivering them in person or placing them in the mail not later than three business days after the application of the borrower is received: (1) a Special Information Booklet prepared or approved by HUD that explains settlement costs; and (2) a good-faith estimate of the settlement costs.
Diagnostic Pre-Test,A joint tenancy can be created by deeds conveying undivided interests by:,transfer from joint tenants deeding their interests to themselves and others as joint tenants.,transfer from tenants in common deeding to themselves as joint tenants.,transfer from a wife deeding her separate property to herself and husband as joint tenants.,all of these.,d,"Answer: D. Civil Code §683 enables joint tenancies to be created by (1) simple will or transfer, (2) transfer from sole owner to himself or herself and others, (3) transfer from tenants in common or joint tenants to themselves or to themselves and others, (4) transfer from husband and wife (holding title as community property or otherwise) to themselves or to themselves and others, and (5) transfer to executors of an estate or trust."
Diagnostic Pre-Test,A deed is void at its inception if:,the grantee takes title under an assumed name.,none of these are true.,the grantee is a minor.,the grantor is legally incompetent.,d,"Answer: D. There are six essential elements to a valid deed. One essential element is a competent grantor. If the grantor has been declared by a court to be incompetent, then a deed is void at its inception. Whether the grantee is a minor or whether the grantee takes title under an assumed name do not make a deed void at inception."
Diagnostic Pre-Test,All of these costs qualify for itemized deductions by the owner-occupant of a single-family residence in the appropriate tax year EXCEPT:,real property taxes.,the cost of painting a bedroom.,the unreimbursed portion of a casualty or theft loss in excess of 10% of the adjusted gross income.,interest on a deed of trust.,b,"Answer: B. Real estate taxes, interest on loans, and the unreimbursed portion of casualty or theft losses are acceptable deductions on an owner-occupied residence, while the cost of painting a bedroom is not tax deductible."
Diagnostic Pre-Test,An appurtenant easement involves two parcels of land. The owner of the dominant tenement may:,transfer the interest independently of the land.,have ingress and egress only.,not retain easement rights with the transfer of the parcel.,retain the benefits and the burdens of the easement.,c,"Answer: C. With an appurtenant easement the easement goes with the property, not the individual that receives the benefit of the easement, and transfers with the property."
Diagnostic Pre-Test,How many square miles are there in half of a standard township?:,36,9,24,18,d,"Answer: D. The total number of square miles in a standard township is 36 square miles. Therefore, in half of a standard township there are 18 square miles."
Diagnostic Pre-Test,What would create an interest in property with possessory rights but no form of title?:,Land contract,Sublease,Easement,Mortgage,b,"Answer: B. A sublease is a transfer of less than the leasehold with the reversion in the sublessor and would create no form of title in the sublessee. A land contract transfers (1) possession, (2) equitable title, and (3) the right to acquire the fee title after all the conditions of the contract have been met. A mortgage does not convey any possessory interest; it is a security device."
Diagnostic Pre-Test,"A salesperson unlawfully takes kickbacks in connection with licensed real estate activities. The employing broker finds out about the kickbacks, fires the salesperson, and warns others in the office not to do this. Under these circumstances:",both the salesperson and the broker could be disciplined by the real estate commissioner.,only the salesperson could be disciplined by the real estate commissioner.,a court could revoke the salesperson’s real estate license.,only the broker could be disciplined by the real estate commissioner.,a,"Answer: A. A broker is responsible for supervision of employed salespersons. A failure to supervise salespersons which might contribute to the salesperson's violation of laws could lead to disciplinary action against the broker as well as against the salesperson. Only the real estate commissioner can revoke a real estate license, never the court."
Diagnostic Pre-Test,"A seller asked his listing broker the ethnic background of a prospective buyer. In this situation,:",the broker should ask the buyer’s broker if it is all right to advise the seller of the buyer's ethnic background.,the broker must disclose this information.,disclosure may be made but the broker must tell the seller it cannot affect his decision because of the California Fair Housing Law.,disclosure is against the Rumford Act.,d,"Answer: D. The Rumford Act prohibits discrimination due to race, religion, color, sex, marital status, physical handicap, national origin, or ancestry in the sale, rental, lease, or financing of housing."
Diagnostic Pre-Test,"When property tax increases and all other items remain the same, an income property:",decreases in value by more than the amount of the taxes.,increases in value by the amount of the taxes.,increases in value by more than the amount of the taxes.,decreases in value by the amount of the taxes.,a,"Answer: A. The property will decrease in value by more than the amount of the taxes based on the reduced annual net income (assume a $500 tax increase and a 10% capitalization rate; loss of value would be $5,000)."
Diagnostic Pre-Test,"A contract providing for the payment of commission to the broker regardless of who sells the property, including the owner, is a(n):",exclusive-agency listing.,net listing.,exclusive-authorization-and-right-to-sell listing.,open listing.,c,"Answer: C. Under the exclusive-right-to-sell listing, the owner promises to pay a commission even if he sells the property himself."
Diagnostic Pre-Test,"In accordance with the Truth-in-Lending law, what must be included in the advertisement for a graduated payment mortgage loan?:",The name of the broker,The amounts of different monthly payments,The location of the property,The address of the lender,b,"Answer: B. Of the choices given in this question, only the amounts of the different monthly payments would need to be disclosed in advertising."
Diagnostic Pre-Test,"A final, specific, and definite termination date is required by law on all agreements between seller and real estate agent EXCEPT a(n):",written instrument giving one agent the right to sell property for a specified time but reserving the right of the owner to sell the property himself without paying a commission.,written authorization given by a property owner to a real estate agent wherein said agent is given the right along with other brokers to secure a purchaser.,agreement in writing wherein it is provided that an agent appointed in an exclusive capacity may retain as compensation for his services all sums received over and above a net price to the owner.,written agreement between owner and agent giving the agent the right to collect a commission if the property is sold by anyone during the term of his agreement.,b,"Answer: B. The other three choices all describe exclusive listing agreements, which must have a final and definite termination date, unlike open listings."
Diagnostic Pre-Test,"If an appraiser were appraising a residence built in 1910, which data would she use?:",Today's cost of replacement,Original cost adjusted to today’s cost-of-living-index,Cost-of-living index for 1910,Original cost of materials in 1910,a,"Answer: A. The appraiser is interested in today's cost (less depreciation, of course) and is not concerned about the original cost or the cost-of-living index in"
Diagnostic Pre-Test,Price is the amount:,that a property might bring on the open market.,that a property actually does bring in the open market.,an informed seller asks for a property.,an informed buyer offers for a property.,b,"Answer: B. Price is the amount actually paid for the property. It is distinct from market value, which is the most probable amount a property would likely bring under normal conditions."
Diagnostic Pre-Test,"A due-on-sale clause, whether it is enforceable or not, contained in a mortgage or trust deed is a type of:",defeasible clause.,acceleration clause.,legally enforceable clause.,executed clause.,b,"Answer: B. A ""due-on-sale"" clause, also called an alienation clause, is a form of an acceleration clause found in some mortgages or trust deeds authorizing the lender to call the loan when the property is conveyed. This clause eliminates the new buyer's assuming the mortgage unless the mortgagee permits the assumption, in which case the mortgagee could increase the interest rate and/or charge an assumption fee."
Diagnostic Pre-Test,The second installment of real property taxes would become due and delinquent on which date?:,December 10 and February 1,December 10 and April 10,November 1 and February 1,February 1 and April 10,d,Answer: D. The second installment becomes due on February 1 and becomes delinquent on April 10.
Diagnostic Pre-Test,A licensed real estate salesperson has been selling unimproved lots through the employing broker and receiving a finder's fee from a lender for referring the buyers to the lender. The broker discovers this and fires the salesperson and warned all the other salespeople not to be involved in this type of practice. If these facts come to the attention of the real estate commissioner:,the broker and not the salesperson is subject to disciplinary action.,the salesperson alone is subject to disciplinary action.,both the broker and the salesperson may be disciplined.,the commissioner has no cause for disciplinary action even though it may be unethical.,c,Answer: C. the commissioner has no cause for disciplinary action even though it may be unethical.
Diagnostic Pre-Test,"A listing agreement in which the owner promises to pay a commission under all circumstances of sale, except if he or she sells the property himself, is known as:",an exclusive-agency listing.,an exclusive-right-to-sell listing.,none of these.,a net listing.,a,"Answer: A. If the owner reserves the right to sell the property, an exclusiveagency listing has been signed. This means that if any other person sells the property the listing broker is entitled to a commission."
Diagnostic Pre-Test,"In November, a storm caused damage in Able's house due to a leaky tile roof. In April, Able listed the house with Broker Baker. Broker Baker showed the house to Smith, but did not mention the leaky roof, although Able had mentioned it. After close of escrow, Smith sustained damage to the interior of the house due to this leaky roof. Under these circumstances, buyer Smith:",could take legal action against Broker Baker but not against Able.,had no recourse under the doctrine of caveat emptor.,had no recourse since escrow had closed.,"could take legal action against Able, and if successful, Able could most likely recover the loss from Broker Baker.",d,"Answer: D. Since a principal is responsible for all acts of the agent, Able could be sued by Smith. Since Able informed broker Baker of the defect, however, he or she could recover any loss from the broker."
Diagnostic Pre-Test,"George Greedy owns a subdivision in Roughacres and intends to mail a promotional brochure to 1,000 persons. The brochure will offer gifts and prizes and state that winners will be property owners. The brochure does not state that a person must attend a sales seminar and tour the subdivision in order to be eligible for a gift or prize. Would this brochure be in violation of any law?:","Yes, it is unlawful since he did not disclose that a person must be present and attend a sales seminar to be eligible for a gift or prize","No, it is not unlawful since he is not required to disclose that a person must attend a sales seminar in order to become eligible for a gift or prize","No, it is not unlawful since each person who wins a prize is also a property owner","Yes, it is unlawful since you cannot win a prize and be a property owner",a,"Answer: A. Yes, it is unlawful since you cannot win a prize and be a property owner"
Diagnostic Pre-Test,"In an advertisement, only the annual percentage rate is mentioned. What else must also be disclosed in the ad?:",No further disclosures necessary,Amount of down payment required,Monthly payments required,Amount of loan,a,"Answer: A. If only the APR is given, no additional disclosures are required. Don't confuse that with the following rule: If any one of the following is given: Amount or percentage of any down payment Number of payments or period of repayment Amount of any payment Amount of any finance charge Then, the ad must disclose: Amount or percentage of the down payment Terms of repayment APR, and if the rate may be increased, that fact"
Diagnostic Pre-Test,A licensee can legally do all of these things EXCEPT:,collect a commission or service a mortgage loan that he did not negotiate.,claim an income tax deduction for a commission paid for the sale of his own property.,use an open listing without a final and definite termination date.,fail to use a termination date on an exclusive listing.,d,Answer: D. Using an exclusive listing without a definite termination date is a violation of the real estate law.
Diagnostic Pre-Test,Which statement regarding a prepayment penalty in Cal-Vet financing is correct effective 1998?:,If a Cal-Vet loan is paid off within the first five years there is a prepayment penalty based on the original loan amount.,There is no prepayment penalty for an early payoff on a Cal-Vet loan.,If a Cal-Vet loan is paid off within two years of inception it requires a 2% penalty based on the current loan balance.,The prepayment is 2% of the current loan balance.,b,"Answer: B. There is no prepayment penalty on a Cal-Vet loan, effective 1998."
Diagnostic Pre-Test,The secondary money market creates a marketplace for the transfer of mortgages between which parties?:,Trustors and mortgagees,Mortgagees and mortgagors,Mortgagees and mortgagees,Mortgagors and mortgagors,c,"Answer: C. The secondary mortgage market is the marketplace where existing loans are bought and sold by and to mortgagees. The term mortgagee means lender or holder/owner of the security instrument. Because there are no borrowers (mortgagors/trustors) in the secondary market, the last three answer choices can be eliminated."
